45138,0,0,662717800
45169,2232600,13003700,649714100
45199,2189500,10516900,639197200
45230,2154400,10464300,628732900
45260,2119400,10320900,618412000
45291,2085000,10283400,608128600
45322,2050600,10249500,597879100
45351,2016400,10206500,587672600
45382,1982400,10168700,577503900
45412,1948500,10090000,567413900
45443,1914800,10050900,557363000
45473,1881300,9951000,547412000
45504,1848100,9892900,537519100
45535,1815000,9752300,527766800
45565,1782300,9630900,518135900
45596,1750100,9525100,508610800
45626,1718100,9466500,499144300
45657,1686400,9371600,489772700
45688,1654900,9275200,480497500
45716,1623700,9131100,471366400
45747,1593000,9092700,462273700
45777,1562400,9036200,453237500
45808,1531900,8935600,444301900
45838,1501900,8892500,435409400
45869,1472000,8839900,426569500
45900,1442300,8728900,417840600
45930,1412900,8642700,409197900
45961,1383900,8597700,400600200
45991,1355000,8501300,392098900
46022,1326500,8337200,383761700
46053,1298600,8260200,375501500
46081,1271000,8188900,367312600
46112,1243500,8172600,359140000
46142,1216300,8098600,351041400
46173,1189200,8039400,343002000
46203,1162300,7951800,335050200
46234,1135700,7849400,327200800
46265,1109600,7754400,319446400
46295,1083600,7643700,311802700
46326,1058200,7533400,304269300
46356,1033000,7464900,296804400
46387,1008100,7295400,289509000
46418,983700,7280600,282228400
46446,959400,7242100,274986300
46477,935300,7242400,267743900
46507,911100,7239900,260504000
46538,886900,7224800,253279200
46568,862800,7130400,246148800
46599,838900,7076200,239072600
46630,815400,6998500,232074100
46660,791900,6906200,225167900
46691,768800,6853000,218314900
46721,745900,6765900,211549000
46752,723300,6713300,204835700
46783,700700,6653400,198182300
46812,678400,6568500,191613800
46843,656400,6523300,185090500
46873,634500,6421100,178669400
46904,612900,6348900,172320500
46934,591600,6301900,166018600
46965,570500,6246700,159771900
46996,549400,6072800,153699100
47026,528900,5991000,147708100
47057,508700,5917500,141790600
47087,488800,5803900,135986700
47118,469300,5753200,130233500
47149,449800,5664500,124569000
47177,430900,5579600,118989400
47208,412100,5512800,113476600
47238,393500,5407300,108069300
47269,375300,5283100,102786200
47299,357500,5189000,97597200
47330,339900,5035100,92562100
47361,322800,4851600,87710500
47391,306400,4705100,83005400
47422,290100,4539700,78465700
47452,274500,4376800,74088900
47483,259300,4296200,69792700
47514,244400,4186900,65605800
47542,229700,3895900,61709900
47573,216000,3822100,57887800
47603,202500,3732800,54155000
47634,189300,3609400,50545600
47664,176500,3479800,47065800
47695,164200,3345800,43720000
47726,152400,3130300,40589700
47756,141200,2993100,37596600
47787,130500,2880300,34716300
47817,120300,2797400,31918900
47848,110300,2663100,29255800
47879,100900,2562100,26693700
47907,91800,2426900,24266800
47938,83200,2349800,21917000
47968,75000,2257100,19659900
47999,67000,2090100,17569800
48029,59700,1873300,15696500
48060,53100,1718800,13977700
48091,47200,1584400,12393300
48121,41600,1383500,11009800
48152,36700,1222500,9787300
48182,32400,1114800,8672500
48213,28500,950000,7722500
48244,25200,879300,6843200
48273,22200,856600,5986600
48304,19200,853300,5133300
48334,16200,837400,4295900
48365,13400,764900,3531000
48395,10700,694700,2836300
48426,8400,642400,2193900
48457,6200,587800,1606100
48487,4200,481700,1124400
48518,2500,369300,755100
48548,1200,240300,514800
48579,400,117000,397800
